/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_15_879.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_15_879.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_15_879.jpg,0,0,0,8.636517E-07
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_15_958.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_15_958.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_15_958.jpg,0,0,0,6.095876E-06
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_16_026.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_16_026.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_16_026.jpg,0,0,0,6.494695E-06
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_16_109.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_16_109.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_16_109.jpg,0,0,0,4.828771E-07
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_16_175.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_16_175.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_16_175.jpg,0,0,0,3.503149E-06
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_16_258.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_16_258.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_16_258.jpg,0,0,0,2.705532E-06
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_16_325.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_16_325.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_16_325.jpg,0,0,0,1.612048E-06
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_16_411.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_16_411.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_16_411.jpg,0,0,0,3.46115E-07
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_16_509.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_16_509.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_16_509.jpg,0,0,0,2.165049E-06
/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_09_04_19_48_16_577.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_09_04_19_48_16_577.jpg,/home/soumya/edu/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_09_04_19_48_16_577.jpg,0,0,0,1.700661E-06
